taxon_oid	Name	IMG_Phylum	IMG_Class	IMG_Order	IMG_Family	IMG_Genus	Institution	Host	Fraction	HostFraction	gene-genome	NumfliC	clust1	clust2	clust3	clust4	NumOperons	genesInOperon	T3SS	T6SS	coronatine
2558309150	Ralstonia_sp._UNC404CL21Col	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	UNC	Arabidopsis	Root	Arabidopsis_Root	2558853875-2558309150	1	1	0	0	0	0	0	0	1	0
2643221733	Bosea_sp._Root381	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644728854-2643221733	1	0	0	1	0	0	0	0	0	0
2643221838	Sphingomonas_sp._Leaf257	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645174719-2643221838	3	1	0	0	0	1	2	0	0	0
2636416071	Paenibacillus_sp._CL6Col	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	UNC	Arabidopsis	Root	Arabidopsis_Root	2639158032-2636416071	1	0	1	0	0	0	0	0	0	0
2643221775	Pseudomonas_sp._Leaf58	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2644904264-2643221775	1	1	0	0	0	0	0	0	0	0
2521172625	Paraburkholderia_bryophila_376MFSha3.1	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	UNC	Arabidopsis	Root	Arabidopsis_Root	2521674710-2521172625	1	1	0	0	0	0	0	1	1	1
2643221660	Methylibium_sp._Root1272	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	Methylibium	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644338999-2643221660	2	1	0	0	0	1	2	0	0	0
2643221764	Sphingomonas_sp._Leaf32	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2644855876-2643221764	1	1	0	0	0	0	0	0	1	0
2521172660	Pseudomonas_sp._LAIL14HWK12:I10	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cornell	Maize	Root	Maize_Root	2521840508-2521172660	1	1	0	0	0	0	0	0	0	0
2643221606	Sphingomonas_sp._Root720	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644044961-2643221606	2	1	0	0	0	1	2	0	0	0
2609459724	Variovorax_sp._OK605	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ORNL	Populus	Root	Populus_Root	2609762483-2609459724	1	1	0	0	0	0	0	1	0	1
2582581296	Pseudomonas_sp._PTA1	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ORNL	Populus	Root	Populus_Root	2585214327-2582581296	1	1	0	0	0	0	0	0	0	0
2643221594	Achromobacter_sp._Root170	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2643978569-2643221594	1	1	0	0	0	0	0	0	1	0
2616644843	Curtobacterium_sp._YR515	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	ORNL	Populus	Root	Populus_Root	2616764979-2616644843	1	0	1	0	0	0	0	0	0	0
2609459751	Tardiphaga_sp._OK245	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Tardiphaga	ORNL	Populus	Root	Populus_Root	2609873811-2609459751	2	0	0	1	0	0	0	0	0	0
2643221671	Sphingomonas_sp._Root1294	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644391134-2643221671	2	1	0	0	0	1	2	0	0	0
2643221551	Mesorhizobium_sp._Root1471	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2643776514-2643221551	2	0	0	1	0	1	2	0	0	0
2582581308	Rhizobium_sp._OK494	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	ORNL	Populus	Root	Populus_Root	2585280193-2582581308	3	0	0	1	0	1	2	0	1	0
2643221904	Curtobacterium_sp._Leaf154	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645466700-2643221904	1	0	1	0	0	0	0	0	0	0
2609459711	Ensifer_sp._OV372	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	ORNL	Populus	Root	Populus_Root	2609736538-2609459711	3	0	0	1	0	1	2	0	0	0
2643221952	Methylobacterium_sp._Leaf94	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645676556-2643221952	1	0	0	1	0	0	0	0	0	0
2687453811	Sphingopyxis_sp._YR583	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	ORNL	Populus	Root	Populus_Root	2690300412-2687453811	1	1	0	0	0	0	0	0	0	0
2643221819	Bradyrhizobium_sp._Leaf396	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645097548-2643221819	2	0	0	1	0	1	2	0	0	0
2643221877	Bacillus_sp._Soil531	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	MPCologne	Arabidopsis	Soil	Arabidopsis_Soil	2645352243-2643221877	1	0	1	0	0	0	0	0	0	0
2643221644	Rhizobacter_sp._Root1221	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	Rhizobacter	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644248188-2643221644	3	1	0	0	0	1	3	0	1	0
2643221805	Pseudomonas_sp._Leaf129	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645039284-2643221805	1	1	0	0	0	0	0	0	0	0
2643221829	Aureimonas_sp._Leaf454	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aureimonas	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645138194-2643221829	3	0	0	1	0	0	0	0	0	0
2643221510	Arthrobacter_sp._CL63Tsu	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	UNC	Arabidopsis	Root	Arabidopsis_Root	2643626908-2643221510	1	0	1	0	0	0	0	0	0	0
2643221916	Burkholderia_sp._Leaf177	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645515486-2643221916	1	1	0	0	0	0	0	0	1	0
2643221767	Sphingomonas_sp._Leaf38	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2644866178-2643221767	3	1	0	0	0	1	2	0	0	0
2643221766	Sphingomonas_sp._Leaf34	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2644861644-2643221766	3	1	0	0	0	1	2	0	0	0
2643221499	Variovorax_paradoxus_369MFTsu5.1	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	UNC	Arabidopsis	Root	Arabidopsis_Root	2643563897-2643221499	1	1	0	0	0	0	0	0	0	0
2518645596	Pseudomonas_sp._URIL14HWK12:I3	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cornell	Maize	Root	Maize_Root	2518967171-2518645596	1	1	0	0	0	0	0	0	0	0
2643221762	Sphingomonas_sp._Leaf29	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2644848304-2643221762	1	1	0	0	0	0	0	0	1	0
2643221826	Methylophilus_sp._Leaf414	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylophilus	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645128053-2643221826	1	1	0	0	0	0	0	0	0	0
2545555812	Pseudomonas_sp._LAIL14HWK12:I11	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cornell	Maize	Root	Maize_Root	2545582347-2545555812	1	1	0	0	0	0	0	0	0	0
2643221894	Microbacterium_sp._Leaf320	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645429354-2643221894	1	0	1	0	0	0	0	0	0	0
2523533568	Pseudomonas_sp._URMO17WK12:I3	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cornell	Maize	Root	Maize_Root	2523812364-2523533568	2	1	0	0	0	0	0	0	1	0
2521172663	Agrobacterium_sp._10MFCol1.1	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	UNC	Arabidopsis	Root	Arabidopsis_Root	2521855201-2521172663	4	0	0	1	0	1	3	0	1	0
2643221739	Sphingomonas_sp._Leaf5	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2644757360-2643221739	1	1	0	0	0	0	0	0	0	0
2615840594	Bacillus_sp._YR331	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ORNL	Populus	Root	Populus_Root	2616185480-2615840594	2	0	1	0	0	1	2	0	0	0
2643221640	Caulobacter_sp._Root342	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644226113-2643221640	3	0	0	1	0	1	2	0	1	0
2643221944	Methylobacterium_sp._Leaf466	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645640685-2643221944	1	0	0	1	0	0	0	0	0	0
2545555814	Pseudomonas_sp._URIL14HWK12:I8	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cornell	Maize	Root	Maize_Root	2545592922-2545555814	1	1	0	0	0	0	0	1	0	1
2643221596	Acidovorax_sp._Root70	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2643994618-2643221596	2	1	0	0	0	1	2	0	0	0
2643221702	Paenibacillus_sp._Soil724D2	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	MPCologne	Arabidopsis	Soil	Arabidopsis_Soil	2644568942-2643221702	1	0	1	0	0	0	0	0	0	0
2609459736	Collimonas_sp._OK412	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	ORNL	Populus	Root	Populus_Root	2609810109-2609459736	1	1	0	0	0	0	0	1	1	1
2590828858	Caulobacter_sp._UNC279MFTsu5.1	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	UNC	Arabidopsis	Root	Arabidopsis_Root	2593324337-2590828858	6	0	0	1	0	2	4	1	1	1
2643221886	Methylobacterium_sp._Leaf125	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645394808-2643221886	1	0	0	1	0	0	0	0	0	0
2510065058	Pseudomonas_oleovorans_MOIL14HWK12	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cornell	Maize	Root	Maize_Root	2510309386-2510065058	1	1	0	0	0	0	0	0	0	0
2643221742	Sphingomonas_sp._Leaf9	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2644767341-2643221742	1	1	0	0	0	0	0	0	1	0
2585428106	Caulobacter_sp._OV484	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	ORNL	Populus	Root	Populus_Root	2587916378-2585428106	4	0	0	1	0	1	2	0	1	0
2609459633	Bradyrhizobium_sp._CF659	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	ORNL	Populus	Root	Populus_Root	2609562043-2609459633	3	0	0	1	0	1	2	0	1	0
2615840638	Arthrobacter_sp._YR096	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	ORNL	Populus	Root	Populus_Root	2616366816-2615840638	1	0	1	0	0	0	0	0	0	0
2643221632	Leifsonia_sp._Root112D2	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644183342-2643221632	1	0	1	0	0	0	0	0	0	0
2636416171	Bacillus_sp._5MFCol3.1	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	UNC	Arabidopsis	Root	Arabidopsis_Root	2639632466-2636416171	1	0	1	0	0	0	0	0	0	0
2643221738	Novosphingobium_sp._Leaf2	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2644753249-2643221738	1	1	0	0	0	0	0	0	0	0
2643221483	Rhizobium_sp._28MFCol1.1	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	UNC	Arabidopsis	Root	Arabidopsis_Root	2643479487-2643221483	6	0	0	1	0	2	4	0	0	0
2585427529	Rhizobium_alamii_YR584	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	ORNL	Populus	Root	Populus_Root	2585550547-2585427529	6	0	0	1	0	1	2	0	0	0
2643221624	Phycicoccus_sp._Root101	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Phycicoccus	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644137744-2643221624	1	0	1	0	0	0	0	0	0	0
2521172670	Pseudomonas_sp._LAIL14HWK12:I8	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cornell	Maize	Root	Maize_Root	2521885124-2521172670	1	1	0	0	0	0	0	0	0	0
2521172644	Pseudomonas_sp._LAMO17WK12:I6	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cornell	Maize	Root	Maize_Root	2521781021-2521172644	1	1	0	0	0	0	0	0	0	0
2585428058	Methylibium_sp._CF468	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	Methylibium	ORNL	Populus	Root	Populus_Root	2587736783-2585428058	2	1	0	0	0	1	2	1	1	1
2593339239	Luteibacter_sp._UNCMF331Sha3.1	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	UNC	Arabidopsis	Root	Arabidopsis_Root	2595449828-2593339239	1	1	0	0	0	0	0	0	1	0
2690315656	Paenibacillus_sp._BC26	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	ORNL	Populus	Root	Populus_Root	2690597396-2690315656	2	0	1	0	0	0	0	0	0	0
2582581316	Agrobacterium_rhizogenes_OK036	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	ORNL	Populus	Root	Populus_Root	2585330195-2582581316	5	0	0	1	0	1	4	0	1	0
2643221569	Achromobacter_sp._Root565	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2643863163-2643221569	1	1	0	0	0	0	0	0	0	0
2690315634	Paenibacillus_sp._CF384	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	ORNL	Populus	Root	Populus_Root	2690469267-2690315634	1	0	1	0	0	0	0	0	0	0
2582581283	Rhizobium_sp._OK665	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	ORNL	Populus	Root	Populus_Root	2585165110-2582581283	4	0	0	1	0	0	0	0	0	0
2643221568	Rhizobium_sp._Root564	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2643856403-2643221568	4	0	0	1	0	1	4	0	1	0
2643221741	Frigoribacterium_sp._Leaf8	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Frigoribacterium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2644763598-2643221741	1	0	1	0	0	0	0	0	0	0
2643221679	Angustibacter_sp._Root456	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Angustibacter	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644443898-2643221679	1	0	1	0	0	0	0	0	0	0
2690315617	Variovorax_sp._YR634	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ORNL	Populus	Root	Populus_Root	2690391072-2690315617	1	1	0	0	0	0	0	0	1	0
2609459768	Arthrobacter_sp._OK362	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	ORNL	Populus	Root	Populus_Root	2609951281-2609459768	1	0	1	0	0	0	0	0	0	0
2565956514	Ochrobactrum_sp._UNC390CL2Tsu3S39	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	UNC	Arabidopsis	Root	Arabidopsis_Root	2566009506-2565956514	1	0	0	1	0	0	0	0	0	0
2687453794	Burkholderia_sp._WP9	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	ORNL	Populus	Root	Populus_Root	2690222472-2687453794	2	1	0	0	0	0	0	0	1	0
2517572245	Variovorax_paradoxus_4MFCol3.1	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	UNC	Arabidopsis	Root	Arabidopsis_Root	2518272120-2517572245	1	1	0	0	0	0	0	0	0	0
2687453692	Variovorax_sp._CF079	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	ORNL	Populus	Root	Populus_Root	2689760948-2687453692	1	1	0	0	0	0	0	1	1	1
2643221835	Methylobacterium_sp._Leaf85	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645162380-2643221835	2	0	0	1	0	1	2	0	0	0
2643221951	Bacillus_sp._Leaf75	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645669433-2643221951	1	0	1	0	0	0	0	0	0	0
2643221489	Agrobacterium_tumefaciens_233MFSha2.1	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	UNC	Arabidopsis	Root	Arabidopsis_Root	2643511360-2643221489	1	0	1	0	0	0	0	0	0	0
2636416067	Paenibacillus_sp._453MF	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	UNC	Arabidopsis	Root	Arabidopsis_Root	2639134341-2636416067	1	0	1	0	0	0	0	0	0	0
2639762575	Phyllobacterium_sp._CL33Tsu	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium	UNC	Arabidopsis	Root	Arabidopsis_Root	2640055394-2639762575	1	0	0	1	0	0	0	0	0	0
2585427594	Rhizobium_sp._YR528	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	ORNL	Populus	Root	Populus_Root	2585844159-2585427594	7	0	0	1	0	2	4	0	0	0
2585428186	Enterobacter_asburiae_PDN3	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	ORNL	Populus	Root	Populus_Root	2588226864-2585428186	1	1	0	0	0	0	0	0	0	0
2518645591	Pseudomonas_sp._URMO17WK12:I2	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cornell	Maize	Root	Maize_Root	2518947050-2518645591	1	1	0	0	0	0	0	1	1	1
2643221610	Ensifer_sp._Root74	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644070211-2643221610	3	0	0	1	0	0	0	0	0	0
2521172536	Pseudomonas_sp._LAMO17WK12:I8	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cornell	Maize	Root	Maize_Root	2521368880-2521172536	1	1	0	0	0	0	0	1	0	1
2582581306	Rhizobium_sp._YR295	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	ORNL	Populus	Root	Populus_Root	2585266679-2582581306	3	0	0	1	0	0	0	0	0	0
2556921097	Arthrobacter_sp._9MFCol3.1	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	UNC	Arabidopsis	Root	Arabidopsis_Root	2557411187-2556921097	1	0	1	0	0	0	0	0	0	0
2643221611	Acidovorax_sp._Root219	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644076208-2643221611	2	1	0	0	0	1	2	0	0	0
2684622999	Bacillus_sp._OV194	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	ORNL	Populus	Root	Populus_Root	2686363179-2684622999	1	0	1	0	0	0	0	0	0	0
2523533528	Pseudomonas_sp._URMO17WK12:I4	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Cornell	Maize	Root	Maize_Root	2523658009-2523533528	1	1	0	0	0	0	0	0	1	0
2643221588	Altererythrobacter_sp._Root672	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2643948700-2643221588	1	1	0	0	0	0	0	0	0	0
2643221879	Methylobacterium_sp._Leaf119	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645359994-2643221879	1	0	0	1	0	0	0	0	0	0
2684623000	Duganella_sp._OV510	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	ORNL	Populus	Root	Populus_Root	2686369273-2684623000	2	1	0	0	0	0	0	0	1	0
2590828856	Methylobacterium_sp._174MFSha1.1	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	UNC	Arabidopsis	Root	Arabidopsis_Root	2593312753-2590828856	1	0	0	1	0	0	0	0	0	0
2609459615	Methylobacterium_sp._AP11	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	ORNL	Populus	Root	Populus_Root	2609507986-2609459615	2	0	0	1	0	0	0	0	0	0
2643221735	Bacillus_sp._Root920	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644739534-2643221735	2	0	1	0	0	1	2	0	0	0
2563366516	Paenibacillus_sp._UNC217MF	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	UNC	Arabidopsis	Root	Arabidopsis_Root	2563441905-2563366516	1	0	1	0	0	0	0	0	0	0
2643221688	Rhizobium_sp._Root482	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644493758-2643221688	5	0	0	1	0	1	3	0	0	0
2582581279	Caulobacter_henricii_OK261	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	ORNL	Populus	Root	Populus_Root	2585150218-2582581279	7	0	0	1	0	1	2	0	0	0
2643221595	Mesorhizobium_sp._Root695	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2643984818-2643221595	2	0	0	1	0	1	2	0	0	0
2517572096	Rhizobium_sp._42MFCr.1	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	UNC	Arabidopsis	Root	Arabidopsis_Root	2517741591-2517572096	4	0	0	1	0	1	2	0	0	0
2643221598	Phenylobacterium_sp._Root700	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644001976-2643221598	2	0	0	1	0	0	0	0	0	0
2713896892	Hydrogenophaga_sp._Root209	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2714750917-2713896892	1	1	0	0	0	0	0	0	0	0
2643221873	Nocardioides_sp._Leaf285	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645333152-2643221873	1	0	1	0	0	0	0	0	0	0
2609459675	Pseudomonas_sp._OK266	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ORNL	Populus	Root	Populus_Root	2609648244-2609459675	1	1	0	0	0	0	0	0	0	0
2521172653	Pseudomonas_mandelii_36MFCvi1.1	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	UNC	Arabidopsis	Root	Arabidopsis_Root	2521812481-2521172653	1	1	0	0	0	0	0	0	0	0
2643221773	Serratia_sp._Leaf51	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2644889898-2643221773	1	1	0	0	0	0	0	0	1	0
2643221942	Pseudomonas_sp._Leaf434	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	ETH	Arabidopsis	Shoot	Arabidopsis_Shoot	2645629004-2643221942	1	1	0	0	0	0	0	0	0	0
2615840645	Burkholderia_sp._WP40	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	ORNL	Populus	Root	Populus_Root	2616406148-2615840645	1	1	0	0	0	0	0	1	1	1
2643221497	Variovorax_paradoxus_349MFTsu5.1	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	UNC	Arabidopsis	Root	Arabidopsis_Root	2643550305-2643221497	1	1	0	0	0	0	0	0	0	0
2643221641	Nocardioides_sp._Root122	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	MPCologne	Arabidopsis	Root	Arabidopsis_Root	2644231948-2643221641	1	0	1	0	0	0	0	0	0	0
2519899633	Variovorax_paradoxus_110B	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	UNC	Arabidopsis	Root	Arabidopsis_Root	2520442493-2519899633	1	1	0	0	0	0	0	0	1	0
