ASV Id,log2 (Fold Change),p value ,FDR adjusted q value,Contrast (which fractions are we comparing?),Kingdom,Phylum,Class,Order,Family,Genus,Cumulative relative abuncance in soil,Cumulative relative abuncance in root,Cumulative relative abuncance in shoot
ASV1367,-0.49710932,0.592776913,0.747846839,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,TRA3-20,NA,0.000776811,3.77E-05,3.41E-05
ASV1368,1.182739969,0.242767988,0.431085688,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,NA,2.65E-05,0.000177019,7.50E-05
ASV1369,5.586892843,0.003911637,0.01726077,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas,5.05E-05,0.000194684,2.39E-05
ASV137,1.107121664,0.127081654,0.278299912,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,NA,0.000124551,0.001839652,0.000866795
ASV1370,-1.955726521,0.094672198,0.224459534,Root-Shoot,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,0.000591232,4.59E-05,5.02E-05
ASV1371,-1.209899681,0.394281237,0.585983757,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,NA,2.73E-05,7.94E-05,0.000206462
ASV1372,-0.263659696,0.854205929,0.931565247,Root-Shoot,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,0,0.000115558,0.000134958
ASV1373,-0.021340052,0.979941583,1,Root-Shoot,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),DS-100,NA,NA,0.000133124,0.00014254,9.82E-05
ASV1374,-6.334193532,3.39E-08,4.10E-07,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,0,0,0.000309167
ASV1375,-1.116019802,0.100230367,0.234014638,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,9.10E-05,9.76E-05,0.000142421
ASV1376,0.197206433,0.855335651,0.932586119,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,9.18E-05,9.54E-05,0.000135929
ASV1377,4.078787859,0.038146454,0.112636393,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,0,0.000209614,1.52E-05
ASV1378,-2.150709064,0.048571886,0.13612806,Root-Shoot,Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA,0.00082679,2.27E-05,2.71E-05
ASV1379,-4.402245784,3.23E-06,3.00E-05,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,0.000364409,3.03E-05,0.000139564
ASV138,-0.614632073,0.189272323,0.363792487,Root-Shoot,Bacteria,Rokubacteria,NC10,Rokubacteriales,NA,NA,0.006014966,0.000415345,0.000530646
ASV1380,2.287691743,0.256815895,0.446776853,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polaromonas,0,0.000116605,9.45E-05
ASV1383,-2.000416111,0.10133143,0.235890782,Root-Shoot,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,0.000599282,4.07E-05,6.71E-05
ASV1385,0.045160895,0.955260184,0.995835556,Root-Shoot,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,NA,NA,0.000251964,0.000102028,7.13E-05
ASV1386,-7.581776951,3.51E-05,0.0002707,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,2.23E-05,2.27E-05,0.000232511
ASV1387,-2.117722728,0.087838384,0.212268289,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,0.000217217,6.71E-05,0.000119998
ASV1388,0.717226058,0.717978384,0.842449764,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,4.15E-06,0.000187504,6.48E-05
ASV1389,1.094636158,0.439127568,0.625556518,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,5.05E-06,0.000178819,5.83E-05
ASV139,4.533777541,0.000282675,0.001771317,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,0,0.00187874,0.000485502
ASV1390,-12.93936805,9.49E-08,1.09E-06,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,0,6.22E-06,0.000306958
ASV1391,-2.606782496,NA,NA,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,0,9.72E-05,0.000193406
ASV1392,-6.453683678,0.007740174,0.031069201,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,0,0.000116544,0.000171103
ASV1393,-0.73164969,0.65063848,0.793326408,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,0,8.54E-05,0.000188109
ASV1394,-6.370236075,0.001110396,0.005890869,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Frigoribacterium,5.57E-05,0.000140999,5.81E-05
ASV1395,-0.566830027,0.538602977,0.706620783,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,0.000111106,0.000100708,0.000130946
ASV1396,-0.814318103,0.408288303,0.598249129,Root-Shoot,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,NA,NA,0.000332838,6.49E-05,7.56E-05
ASV1397,0.532071312,0.624540891,0.774200098,Root-Shoot,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,0.000463266,9.38E-05,6.23E-05
ASV1398,-1.423004315,0.252069451,0.442014463,Root-Shoot,Bacteria,Actinobacteria,MB-A2-108,NA,NA,NA,0.000383731,4.79E-05,7.87E-05
ASV1399,0.189865133,0.828010994,0.914178946,Root-Shoot,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,NA,0.000342716,7.34E-05,5.18E-05
ASV14,6.204629764,4.49E-14,1.12E-12,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,0.000238914,0.016039181,0.000464731
ASV140,-0.1587326,0.737063228,0.855494624,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,0.000971535,0.001286415,0.001276465
ASV1401,-1.40943859,0.089397413,0.215004325,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,0.000500918,4.42E-05,7.15E-05
ASV1402,-7.483993149,0.001853031,0.009269499,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,0,1.18E-05,0.000262869
ASV1403,-1.870624018,0.201956855,0.379954601,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,0,7.74E-05,0.000191342
ASV1404,3.275674598,NA,NA,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA,0.000570504,2.87E-05,9.97E-06
ASV1405,0.302444586,0.798943967,0.895456606,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,0.00022818,0.000107921,5.45E-05
ASV1406,4.062133194,0.000115366,0.000787544,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,0.000123864,0.000182123,2.03E-05
ASV1408,-2.369122497,0.001033611,0.005526171,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,0.000427762,2.68E-05,0.00011408
ASV1409,-9.480624781,1.54E-07,1.73E-06,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polaromonas,3.41E-05,4.74E-06,0.000275819
ASV141,0.641862862,0.454313198,0.637822583,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,7.64E-05,0.001729446,0.000896554
ASV1410,4.140713773,NA,NA,Root-Shoot,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,1959-1,0,0.000245025,5.75E-06
ASV1411,2.230107267,0.008607613,0.033789067,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,0,0.000216654,5.38E-05
ASV1412,-1.216687008,0.349682034,0.546222519,Root-Shoot,Bacteria,Chloroflexi,TK10,NA,NA,NA,0.00043778,4.18E-05,4.22E-05
ASV1413,5.016732083,0.000176786,0.001161446,Root-Shoot,Bacteria,FCPU426,NA,NA,NA,NA,0,0.000224133,6.86E-06
ASV1416,-6.379025863,NA,NA,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylotenera,0,0,0.000275835
ASV1417,-0.297798081,0.819338298,0.907640961,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,0.000319081,7.15E-05,8.54E-05
ASV1418,0.441929815,0.656814191,0.798219097,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,0.000199674,0.000102109,7.37E-05
ASV142,4.668002648,8.10E-07,8.21E-06,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,NA,1.32E-05,0.002365243,0.000110874
ASV1420,1.243056991,0.390958341,0.583888521,Root-Shoot,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,5.05E-06,0.000183233,5.06E-05
ASV1421,-1.670543848,0.040093416,0.117210133,Root-Shoot,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,0.000456902,4.38E-05,9.59E-05
ASV1422,1.705142631,0.33844976,0.535082842,Root-Shoot,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,0.000419593,7.70E-05,2.51E-05
ASV1423,-0.475585217,0.762506241,0.871537531,Root-Shoot,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,0.000490896,4.05E-05,3.87E-05
ASV1424,-3.882606615,0.010647339,0.040143661,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,0,2.74E-05,0.000226116
ASV1425,-4.307802838,0.004754328,0.02041708,Root-Shoot,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,0,1.81E-05,0.00028142
ASV1426,-0.986441476,0.456011079,0.639448387,Root-Shoot,Bacteria,Chloroflexi,TK10,NA,NA,NA,0.000698204,3.27E-05,5.21E-05
ASV1428,-0.256168338,0.819613704,0.907668464,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA,0.000488702,5.60E-05,6.80E-05
ASV1429,7.775242401,2.83E-05,0.00022178,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,2.43E-05,0.000154908,3.05E-05
ASV143,-3.206216231,8.55E-11,1.49E-09,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,0.000240423,0.000359122,0.002743631
ASV1430,-0.163323998,0.861439756,0.936065922,Root-Shoot,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,0.000472695,6.29E-05,6.20E-05
ASV1431,2.617292104,0.096054172,0.226833083,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,0.000380989,4.47E-05,2.54E-05
ASV1432,3.946974341,0.00541008,0.022883506,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,0,0.000197454,1.75E-05
ASV1433,-0.712272157,0.72266104,0.845442061,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,5.18E-05,0.000149805,0.000104287
ASV1434,-2.77344189,0.013014775,0.047573157,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,0,3.28E-05,0.000221792
ASV1435,-2.534904127,0.094801418,0.22464667,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,0,5.39E-05,0.000223177
ASV1436,-0.186049302,0.844407332,0.92570441,Root-Shoot,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,NA,NA,0.000536408,5.89E-05,5.33E-05
ASV1437,-1.065672483,NA,NA,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,NA,0.000238764,9.84E-05,1.84E-05
ASV1438,4.039935031,0.014619882,0.052236305,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,0,0.000200404,1.30E-05
ASV1439,2.636140548,0.088692555,0.213964707,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,7.85E-05,0.00015738,7.14E-05
ASV144,1.604499945,0.000406515,0.002434838,Root-Shoot,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,0.000177744,0.001878049,0.000585615
ASV1440,-3.921654614,0.031737003,0.098065055,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,0.00080462,2.79E-05,1.74E-05
ASV1441,-0.205725559,0.831874929,0.916701469,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,NA,0.000310072,8.46E-05,5.42E-05
ASV1442,-0.207654161,0.843506724,0.925182731,Root-Shoot,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,0.000509908,4.81E-05,5.63E-05
ASV1443,2.331653423,0.069667546,0.178862532,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,0,0.000190912,4.71E-05
ASV1444,-2.615977151,0.010352148,0.039217178,Root-Shoot,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,0.000382896,4.54E-05,9.53E-05
ASV1445,1.039277458,0.64188591,0.787354659,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,0.000517972,3.56E-05,6.19E-06
ASV1446,-2.040359903,0.050408796,0.140398236,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,0.00033849,3.85E-05,0.00010907
ASV1447,0.347187074,0.738123992,0.8561987,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,0.000435813,5.03E-05,4.28E-05
ASV1448,3.92136696,0.001215075,0.006396829,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Acidibacter,0,0.000221041,2.23E-05
ASV1449,-7.051692578,2.34E-08,2.91E-07,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,5.36E-05,3.00E-05,0.000218176
ASV145,-2.895941835,4.47E-07,4.69E-06,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Terrabacter,0.000560516,0.000381859,0.002374611
ASV1450,-0.664373787,0.634500068,0.782441284,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidicaldus,0.000579722,2.61E-05,3.30E-05
ASV1451,6.900324824,2.71E-06,2.58E-05,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,0.000123178,0.000155314,1.15E-05
ASV1452,-0.478911804,NA,NA,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,0,8.78E-05,0.000177843
ASV1453,5.394265445,3.76E-06,3.47E-05,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,1.01E-05,0.000208068,3.84E-06
ASV1454,-2.738595398,0.008305051,0.032825333,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,0.000481048,4.33E-05,0.000114452
ASV1455,4.656766748,0.010052668,0.038303683,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,0,0.000218956,8.69E-06
ASV1456,5.262944577,0.006392538,0.026431721,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,0,0.000228529,0
ASV1457,-0.695837539,0.649272956,0.792692838,Root-Shoot,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,0.000429482,3.65E-05,3.04E-05
ASV1458,-0.867604071,0.338557187,0.535088543,Root-Shoot,Bacteria,Chloroflexi,JG30-KF-CM66,NA,NA,NA,0.00045392,2.86E-05,4.01E-05
ASV1459,2.187429736,0.038005534,0.112413499,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,0.000111715,0.000150601,4.19E-05
ASV146,-0.153679326,0.641928296,0.787354659,Root-Shoot,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,NA,NA,0.003856641,0.00067089,0.000641182
ASV1460,-3.522108507,NA,NA,Root-Shoot,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Nodosilineaceae,Nodosilinea_PCC-7104,0,6.11E-06,0.000243191
ASV1461,-0.788194816,0.330664493,0.527067585,Root-Shoot,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,0.000263416,6.20E-05,9.61E-05
ASV1462,1.806617219,0.250782714,0.440686706,Root-Shoot,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,NA,NA,0.000495417,4.78E-05,1.50E-05
ASV1464,-1.702245388,0.086780458,0.210428831,Root-Shoot,Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA,0.00054618,2.20E-05,4.97E-05
ASV1465,-4.250006091,0.001910768,0.009515072,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,2.97E-05,2.44E-05,0.000253189
ASV1466,3.406001061,5.64E-05,0.000415116,Root-Shoot,Bacteria,Chloroflexi,Anaerolineae,NA,NA,NA,5.69E-05,0.000163128,2.35E-05
ASV1467,-0.086258145,0.918218986,0.974153896,Root-Shoot,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Blastocatellales,Blastocatellaceae,Stenotrophobacter,0.00032695,6.72E-05,7.60E-05
ASV1468,1.679622922,0.292365193,0.484362008,Root-Shoot,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,0.00044781,4.83E-05,1.83E-05
ASV1469,1.049463911,0.553424301,0.716812516,Root-Shoot,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,0.000363665,8.18E-05,2.01E-05
ASV147,-6.198223207,2.27E-07,2.50E-06,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,4.45E-05,0.000278252,0.00292833
ASV1470,3.393240904,0.046594171,0.131876089,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,NA,NA,0.000443122,5.85E-05,3.57E-05
ASV1471,-6.781872185,1.05E-06,1.05E-05,Root-Shoot,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,1.09E-05,9.94E-06,0.000279287
ASV1472,-34.47233504,NA,NA,Root-Shoot,Bacteria,Cyanobacteria,Melainabacteria,Vampirovibrionales,NA,NA,0,2.48E-05,0.000224939
ASV1473,0.574608704,0.606464915,0.759038409,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA,0.000112486,0.000123953,8.33E-05
ASV1475,6.961228018,6.97E-07,7.14E-06,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,NA,1.95E-05,0.000210925,1.40E-05
ASV1476,1.348242575,0.360276728,0.557022074,Root-Shoot,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,0.000357644,6.77E-05,3.89E-05
ASV1477,-2.34742585,0.104965832,0.241730963,Root-Shoot,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Blastocatellales,Blastocatellaceae,NA,0.000443315,2.77E-05,6.66E-05
ASV1478,0.296233426,0.879252277,0.947452694,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,NA,0.000127709,0.000112352,7.49E-05
ASV1479,-2.760873997,0.064292368,0.168461038,Root-Shoot,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,0.000721085,1.84E-05,7.00E-05
ASV148,4.553932857,1.79E-05,0.000145518,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,7.30E-05,0.002113488,0.000124418
ASV1480,-1.431784621,NA,NA,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,0,7.89E-05,0.000154331
ASV1482,4.593394483,4.31E-05,0.000326676,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,8.13E-06,0.000192031,7.35E-06
ASV1483,2.881537537,0.003937675,0.017360799,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,9.30E-05,0.000163708,3.75E-05
ASV1484,0.609560135,0.499016931,0.673986704,Root-Shoot,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10,0.000320529,0.000104668,6.76E-05
ASV1485,-0.10821889,0.945722082,0.99111406,Root-Shoot,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),Candidatus_Solibacter,0.000419473,4.88E-05,2.27E-05
ASV1486,2.160663045,0.00131493,0.006842939,Root-Shoot,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,NA,3.05E-05,0.000178845,4.13E-05
ASV1487,2.518710869,0.100565847,0.234479247,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,7.32E-06,0.000174699,3.01E-05
ASV1488,-0.467794213,0.619954048,0.769567235,Root-Shoot,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,NA,NA,0.000631091,3.51E-05,3.22E-05
ASV1489,-2.268466064,8.89E-06,7.70E-05,Root-Shoot,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,NA,NA,0.000280147,4.21E-05,0.000128725
ASV149,5.151822424,0.000157297,0.001043381,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,NA,0,0.002180806,9.89E-05
ASV1491,-0.369181227,0.760134216,0.870636689,Root-Shoot,Bacteria,Chloroflexi,P2-11E,NA,NA,NA,0.000545835,3.74E-05,2.72E-05
ASV1492,0.032708641,0.981710913,1,Root-Shoot,Bacteria,Acidobacteria,Holophagae,Subgroup_7,NA,NA,0.000562214,4.53E-05,2.09E-05
ASV1493,5.435807709,3.30E-08,4.01E-07,Root-Shoot,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus_Protochlamydia,0,0.00022114,0
ASV1494,-7.864898962,0.011552295,0.043020613,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,0,2.54E-05,0.000278632
ASV1495,-6.056750714,0.00047224,0.002776167,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,1.54E-05,0,0.000275838
ASV1496,1.059551503,0.593343337,0.748129014,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,0,0.000171262,5.26E-05
ASV1498,-0.162012095,0.894743622,0.958235559,Root-Shoot,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,0.000136305,7.81E-05,0.000121513
ASV1499,0.878300803,0.583416354,0.740440258,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,0,0.00015435,0.00012362
ASV15,-4.771590325,4.76E-13,1.06E-11,Root-Shoot,Bacteria,Cyanobacteria,Oxyphotobacteria,Oxyphotobacteria_Incertae_Sedis,Unknown_Family,Leptolyngbya_EcFYyyy-00,0.000219055,0.000764697,0.016523158
ASV150,0.032236356,0.971097748,1,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,3.53E-05,0.001222733,0.001358733
ASV1500,3.724804206,NA,NA,Root-Shoot,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,NA,1.01E-05,0.000206783,5.32E-06
ASV1501,-6.684149314,NA,NA,Root-Shoot,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,0,0.000129114,0.000110702
ASV1502,4.478400689,0.126234932,0.27697524,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,8.45E-06,0.00025884,1.38E-06
ASV1503,5.619102687,3.31E-06,3.07E-05,Root-Shoot,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,1.58E-05,0.0002038,1.92E-05
ASV1504,1.345046223,0.092859442,0.221367977,Root-Shoot,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,0.000157956,0.000153069,7.24E-05
ASV1506,-0.648001823,0.436612053,0.6235244,Root-Shoot,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,0.000337368,5.62E-05,7.78E-05
ASV1507,-0.036375782,0.973202158,1,Root-Shoot,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,0.00059655,3.51E-05,5.54E-05
ASV1508,-4.232951597,2.79E-06,2.64E-05,Root-Shoot,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group,5.39E-05,3.18E-05,0.000212809
